"","ensembl.id","Symbol","moduleColor","GS.AUC.urea","GS.prot.int","GS.carb.int","GS.fgf21.serum","GS.creat.D2","p.GS.AUC.urea","p.GS.prot.int","p.GS.carb.int","p.GS.fgf21.serum","p.GS.creat.D2","MM.paleturquoise","p.MM.paleturquoise","MM.maroon","p.MM.maroon","MM.darkseagreen4","p.MM.darkseagreen4","MM.lightsteelblue1","p.MM.lightsteelblue1","MM.cyan","p.MM.cyan","MM.darkred","p.MM.darkred","MM.darkslateblue","p.MM.darkslateblue","MM.skyblue1","p.MM.skyblue1","MM.skyblue2","p.MM.skyblue2","MM.plum2","p.MM.plum2","MM.darkorange","p.MM.darkorange","MM.mediumorchid","p.MM.mediumorchid","MM.grey","p.MM.grey"
"ENSMUSG00000033542","ENSMUSG00000033542","Arhgef5","paleturquoise",-0.622391296684688,-0.445671916958179,0.132871774763654,0.629779530888279,-0.41824102341966,0.00338316522779242,0.0489069961638012,0.576540458162074,0.00292224810064196,0.0664809925352785,0.567926185336567,0.00899581763250661,0.327138387689694,0.159161494217798,-0.307278544088875,0.187549595921015,-0.176940474285298,0.455504846137704,-0.426958286179965,0.0604490066194197,0.499987827620303,0.0247736273697757,0.135435331677217,0.569139448773614,0.500614368523326,0.0245648938958181,0.0992262506610171,0.677256297753942,-0.0607610611033157,0.799132656105786,0.175346957506433,0.4596391135993,-0.149219152384001,0.530075651382657,0.0411078692710246,0.863378834355297
"ENSMUSG00000061048","ENSMUSG00000061048","Cdh3","paleturquoise",-0.433458125844617,-0.396284968794361,-0.0996899277013355,0.629255528813229,-0.493312113705508,0.05622809224731,0.0836718910093457,0.675826666800905,0.00295311515782122,0.0270858484239312,0.607287320866022,0.00451453792572147,0.398431884215049,0.0818592979996903,-0.45694302942936,0.0428208648982311,-0.0829014135080245,0.728235854846739,-0.087191540635998,0.714721607030325,0.62079429988024,0.00349033457617392,0.0709574410643794,0.766257897691922,0.21508006005169,0.362476821525105,-0.0260276991660481,0.913264044632449,-0.328405137016679,0.157457924094624,0.417285010236272,0.0671690734273411,0.123534083948638,0.603842076618925,-0.103066622082126,0.665447946737847
"ENSMUSG00000055653","ENSMUSG00000055653","Gpc3","paleturquoise",-0.599838285741132,-0.571769358442729,0.233590228972731,0.62887376883954,-0.499906835151141,0.00517814033842516,0.00844104947433829,0.321595361240642,0.00297577364206437,0.0248007122087452,0.542497470984426,0.0134609002573619,0.568475939633742,0.00891468727143311,-0.219800254773689,0.351780687548412,-0.129054263401504,0.58763777354042,-0.481303768888214,0.031670163893714,0.534027097698749,0.0152931883951156,0.0330221682783255,0.890076311232798,0.617651285572038,0.00370948891123745,-0.0380586537154625,0.873431587479079,-0.142310547873952,0.549498436332366,0.164210972544542,0.489058586560358,-0.269020344091613,0.251410647526115,-0.0132852614555881,0.955668414360305
"ENSMUSG00000024909","ENSMUSG00000024909","Efemp2","paleturquoise",-0.72617245596585,-0.347069803932644,-0.121275250958963,0.628817248004284,-0.322937989542024,0.000288723073472318,0.133805932699247,0.610525217706879,0.00297914056396777,0.164901370139636,0.928670456201051,3.49748985817235e-09,0.330560034882324,0.154589013538914,-0.855097715113849,1.56156230072696e-06,-0.368650696158451,0.109725892290374,0.0645590857136002,0.786846014511277,0.457649497880643,0.0424598491828476,0.409867461179098,0.0726910000605984,-0.185221027338328,0.4343328665505,0.15143531582747,0.523913488955605,-0.225807102259205,0.33843653579046,0.661323510278609,0.00149727441958199,0.550493989153262,0.0118976796661478,0.179993291905479,0.447638255425512
"ENSMUSG00000032806","ENSMUSG00000032806","Slc10a3","paleturquoise",-0.424816680917122,-0.41692809523747,0.413684088945276,0.628678073369684,-0.255941887334139,0.0618909511319623,0.067427326714649,0.0698089213674588,0.00298744464797033,0.276076164978257,0.327230519594903,0.159037164192708,0.171315467446183,0.47018365498866,-0.179719440568907,0.448341028084735,-0.184506411305489,0.436139246965608,-0.243709728541017,0.300462153316803,-0.0299847897172301,0.900136217192141,0.148011696414015,0.533447141728866,0.373525049263401,0.10475177005949,0.229487273827485,0.330409982823547,-0.0922318021419992,0.698948449183266,0.0892069481991264,0.708400745030754,-0.104857273123606,0.659967674141006,0.0170754513312781,0.943038406406125
"ENSMUSG00000024395","ENSMUSG00000024395","Lims2","paleturquoise",-0.682140811851488,-0.325044632433488,-0.0295172831307655,0.628122052884868,-0.153029847938124,0.000922457320925991,0.162005102537955,0.901685956364733,0.0030208129009914,0.519500678339356,0.850261805993716,2.05978961686875e-06,0.568640782740974,0.00889047696378879,-0.735728838751553,0.000217989008973527,-0.520751325508557,0.0185631648979774,-0.291765194977548,0.21196745311602,0.533359762161207,0.0154456545152823,0.525350763624415,0.0173725282994547,-0.00135370314652011,0.995480724119473,0.227437774449488,0.33486599675587,-0.289675467631301,0.215409643324829,0.33125032830625,0.15367771715744,0.352978159364486,0.126872701560844,-0.0272806977198898,0.909104666190132
"ENSMUSG00000027995","ENSMUSG00000027995","Tlr2","paleturquoise",-0.636984751976456,-0.530394579471327,0.162299316009691,0.628055861903308,-0.386547790332008,0.00252430912693176,0.0161379399114642,0.494200218627966,0.00302480576030976,0.0922669591420497,0.660036151338647,0.00154096826439365,0.512792620199893,0.0207766257299781,-0.474310687818679,0.0346068861744835,-0.377870909571721,0.100456659950942,-0.360247783321053,0.118697398895796,0.422671467103786,0.0633612314588691,0.378906364582387,0.0994524967806022,0.192193659042464,0.416916516754817,-0.1825977494082,0.440983232771613,-0.448754656109555,0.0471803076101201,0.182970572169151,0.440034840210318,0.114381115242807,0.631105059642035,0.0742800151851662,0.755625069039201
"ENSMUSG00000031402","ENSMUSG00000031402","Mpp1","paleturquoise",-0.348084784618215,-0.673474727661161,0.60884548994625,0.627494797428011,-0.491522997562479,0.132596260656157,0.00113364410221095,0.00438502833755137,0.00305882765193803,0.0277335364473808,0.467560741591587,0.0376387914669655,0.708407334822589,0.000472882092827546,-0.329658480890149,0.155784844528378,-0.71738177740766,0.000370229554551108,-0.473528395943091,0.0349481770120286,-0.160245418180008,0.499753707897887,0.658609124573189,0.00159064839788462,0.1263678998001,0.595500557221319,0.356076508886833,0.123340819452767,0.137294282033927,0.563798733387852,-0.123636195345415,0.603540673662663,0.129234236790363,0.58711257799647,0.050730605865207,0.831793434056075
"ENSMUSG00000021650","ENSMUSG00000021650","Ptcd2","paleturquoise",-0.678468327952862,-0.432638300189347,0.11763003003742,0.627258413780004,-0.343356974688013,0.00100748950543806,0.0567477591050214,0.621372871929259,0.00307325646722131,0.138297359619584,0.899177132778349,7.05565456177346e-08,0.542236495374651,0.0135145772471212,-0.821792592497516,8.8390772958679e-06,-0.752732485561161,0.000128292842354359,-0.239034523328216,0.310118071967447,0.226390174563669,0.33715727793484,0.769035417372044,7.41109498511711e-05,-0.2203784142364,0.35048324819036,0.333280524918599,0.15101917473793,-0.097089058448067,0.683859468082287,0.328147928274853,0.157802802057575,0.548265861043624,0.0123176762680211,0.134009038175508,0.573252052974071
"ENSMUSG00000002205","ENSMUSG00000002205","Vrk3","paleturquoise",-0.628195416897469,-0.462808045801949,0.229236290915494,0.625656216238676,-0.277587124597834,0.00301639246348482,0.0398944965712524,0.330953775924115,0.00317255359529359,0.236041573755028,0.85854592219695,1.27395168562605e-06,0.551780068518127,0.0116605803051369,-0.728357731861593,0.00027102627191344,-0.589342344932033,0.00624779388131531,-0.210003487411642,0.374185540287887,0.202672385668582,0.3914656903331,0.572468788537512,0.00834315459156112,0.00920910160743313,0.969262638024975,0.334712709528532,0.149163096180611,-0.0306641247731219,0.897884908546763,0.390580747441425,0.0886318805600224,0.392754787404595,0.0867166162339839,0.0922159813027495,0.698997777968452
"ENSMUSG00000046993","ENSMUSG00000046993","Gm5637","paleturquoise",-0.486500608185903,-0.516308056827355,0.256919410877269,0.62555019056572,-0.408225165890712,0.0296170234352847,0.0197743901919393,0.274182274862444,0.00317921754917711,0.0739581563948662,0.723298246405118,0.000313492856230302,0.637083698958088,0.00251917652469802,-0.677688013054704,0.00102638341876777,-0.61874450805364,0.00363200349466754,-0.103046820396987,0.665508641650233,0.108241110660533,0.649657044247878,0.61304693724585,0.00405103962980325,-0.126902607486273,0.593932016301547,0.193568255974258,0.413528073290241,-0.0729117623096905,0.759998717886977,0.301894821969882,0.19579784407107,0.485536233113882,0.029989903072507,0.101735547238939,0.669532317696143
"ENSMUSG00000005481","ENSMUSG00000005481","Ddx39a","paleturquoise",-0.57364680470245,-0.533782037521585,0.308151899181887,0.625549904935555,-0.360755673714198,0.00818037032841535,0.0153490361724563,0.186234000962625,0.00317923551737848,0.118140693523727,0.790875012678351,3.30508558840791e-05,0.602903585975068,0.00489595313816936,-0.733233302235475,0.000234850352560513,-0.715172628686724,0.000393546181359296,-0.139012953982469,0.558880763552063,0.0338489099447435,0.887340847943008,0.671693247450736,0.00118175562068864,-0.146423130952618,0.537897803294403,0.383706862450009,0.0948924518130662,-0.0769968512878688,0.746961944995892,0.336949116128374,0.146296670043696,0.498587809764551,0.0252451138313922,-0.0728181776839323,0.760298121122669
"ENSMUSG00000039323","ENSMUSG00000039323","Igfbp2","paleturquoise",-0.721633407729494,-0.44656686023406,0.138096772911707,0.625510705919968,-0.429702068901841,0.000328652197023724,0.0484008146747003,0.561500040146247,0.00318170221935064,0.0586389422686285,0.809387974749876,1.543235098997e-05,0.616699431213972,0.00377806571896532,-0.749737131657379,0.000141269707434992,-0.737678899621796,0.000205543997607699,-0.328310959131278,0.157584141778392,0.354328270576934,0.125324948107431,0.702290040776364,0.000555935357783378,-0.180585152395333,0.446121346434852,0.536542070499225,0.0147294203661596,0.0584848125713943,0.806518375642376,0.215302520510251,0.361968582441682,0.443808705074032,0.0499738387513324,0.00955023180759225,0.968124586323977
"ENSMUSG00000035640","ENSMUSG00000035640","Cbarp","paleturquoise",-0.575017971479617,-0.338037392612583,-0.0490589848155399,0.625484018460314,-0.308893672046971,0.00799417066090207,0.144915833310784,0.837263901349287,0.00318338250832147,0.185121521840117,0.578430575864238,0.00754573863858315,0.278731400948759,0.234035765527775,-0.568288302530169,0.00894231065131944,-0.383521897969365,0.0950652648144928,-0.174768987914574,0.461143343637848,0.471772339033759,0.0357238452112372,0.38671866967426,0.0921107552340153,-0.138647126370441,0.559925980113607,0.396134640672595,0.0837999121523374,-0.0339595354902336,0.886974910454647,0.21859981420579,0.354483438859873,0.303984943481509,0.192567293425225,-0.10973590036097,0.645121703711672
"ENSMUSG00000033554","ENSMUSG00000033554","Dph5","paleturquoise",-0.70399307416649,-0.646026118198162,0.378815874775344,0.624663950771236,-0.50058143897395,0.000531658471581779,0.00208986471010132,0.0995399591278945,0.00323537606195518,0.0245758297043574,0.795252532454781,2.77958459169579e-05,0.557539204774337,0.0106452756955248,-0.66677593019692,0.00132356559425115,-0.656612536149825,0.00166240741818602,-0.247620678908883,0.29252703943962,0.128151210560369,0.590276041132729,0.623347029631742,0.00332034609723259,0.002106494597509,0.992967613227607,0.243959506260019,0.299951487628536,0.0353354154442901,0.882425509085664,0.285024235987295,0.223202577700583,0.376934897373464,0.101370718719813,0.196119727637571,0.407278255622421
"ENSMUSG00000023118","ENSMUSG00000023118","Sympk","paleturquoise",-0.806105480218466,-0.438644247964281,0.0374388037097762,0.624628936160696,-0.47195171038013,1.77661800535849e-05,0.0530241172111161,0.875477465169278,0.00323761165133407,0.0356440059309591,0.896410953474562,8.90868638752394e-08,0.465376478432036,0.0386628377483946,-0.707341664193781,0.000486539948841052,-0.343844083667102,0.137702135051228,-0.160182068277056,0.49992547802612,0.556081364734766,0.0108952325521269,0.282846458609438,0.226913864278549,0.143716780267412,0.545519135443778,0.223992455596016,0.342436044925184,-0.0679092613410884,0.776048180702323,0.551729758224528,0.0116697829726336,0.26590465023982,0.25715475299389,0.0736348938284509,0.757686330013063
"ENSMUSG00000021281","ENSMUSG00000021281","Tnfaip2","paleturquoise",-0.637663093178647,-0.540996834991087,0.258075304352953,0.624362044106416,-0.292164660880517,0.00248929641135931,0.013771909973002,0.271953295614687,0.00325469420483353,0.21131361350304,0.534438302155929,0.0151998441594076,0.515098416191406,0.0201148079546813,-0.339722882985893,0.14279527702942,-0.460021597063132,0.0412648411879713,-0.543345857731328,0.0132875921171353,0.377093623315151,0.101215291238666,0.445918866177826,0.0487669178189558,0.223699538583306,0.343084215802499,-0.112287240304838,0.637408553051911,-0.537866078452628,0.0144394124189239,-0.0600312473634991,0.801498918291093,0.0115126049181674,0.961579089088512,0.105357171750271,0.658440696134583
"ENSMUSG00000020238","ENSMUSG00000020238","Ncln","paleturquoise",-0.654624720049345,-0.370408135151814,0.0369766169654982,0.62426036983213,-0.358466046267156,0.00173652863836615,0.107913222903102,0.877003455156692,0.00326122157893847,0.120665237311318,0.924683448305602,5.62231792270324e-09,0.396967921885069,0.0830921007259982,-0.815501560073788,1.17862542016002e-05,-0.463712419813505,0.0394573981777911,-0.0241123563227394,0.919626264396672,0.341683406972829,0.140356175877672,0.458777027536676,0.041888538841012,-0.089785016382158,0.70659112867015,0.284552246761352,0.224003534758789,-0.0403644800136725,0.865827860390379,0.595341460507308,0.00561625608363189,0.498868336855117,0.0251500769321603,0.167647558326144,0.479882166258117
"ENSMUSG00000097328","ENSMUSG00000097328","Tnfsf12","paleturquoise",-0.64029678992973,-0.703187853380013,0.45556573239497,0.624245677368174,-0.421174662806296,0.00235717218277158,0.000543022340707997,0.0435314909674872,0.00326216571720437,0.0644026087118721,0.692829151745138,0.000708627646561539,0.77891350382884,5.20074598268762e-05,-0.558557612184153,0.0104734387251288,-0.724198908578759,0.00030554327751615,-0.49438000078404,0.026704973693883,0.223936107162979,0.342560677917375,0.663060701032263,0.00143996598011917,0.089756408854067,0.706680647700444,0.351115939551451,0.129029759532433,-0.00967869639137196,0.967696028162786,0.032607641166359,0.89144832087865,0.206960217099524,0.381305788358618,-0.0191536174629933,0.936118721709439
"ENSMUSG00000022438","ENSMUSG00000022438","Parvb","paleturquoise",-0.531106875616102,-0.606954950599949,0.14291075667297,0.62357838813073,-0.460634750154399,0.0159694112740358,0.00454256826099606,0.547798390474193,0.00330528572571761,0.0409602211108673,0.559370027303116,0.0103379793524817,0.469219009337831,0.0368755144534392,-0.32158364823417,0.166782045406644,-0.172694134975156,0.466564022863562,-0.361592413290705,0.117227615674769,0.518511234910097,0.0191661755595477,0.159393675973119,0.502065557339418,0.343027663968148,0.138700786485982,-0.144390595914893,0.543617041428725,-0.315792260735418,0.174990120297184,0.192875495507093,0.415233893020728,-0.0639995643515923,0.788653100970014,0.0521055162131741,0.827299531357846
"ENSMUSG00000014959","ENSMUSG00000014959","Gorasp2","paleturquoise",-0.390006759837362,-0.574337718203725,0.300560547909625,0.62333204340385,-0.355332596271212,0.0891427006258923,0.0080861091038715,0.197879000309357,0.00332132359346274,0.124182351359102,0.444278952989171,0.0497029181369659,0.436520146879492,0.0543190893392158,-0.205434059656059,0.384904891082736,-0.129196482471843,0.587222735596917,-0.332002010639769,0.152689628112263,0.294109885825052,0.208148746682029,0.122064105987841,0.608187847863384,0.528955140784921,0.0164828635883304,-0.205911530683317,0.383776847905074,-0.240818412741458,0.306411882265136,0.12780865786703,0.59127811034122,-0.146781366752882,0.536892653558869,0.219799092375767,0.351783298864754
"ENSMUSG00000030714","ENSMUSG00000030714","Sgf29","paleturquoise",-0.699431374434368,-0.429495387348822,-0.0673762523333632,0.622980934448048,-0.461063424623778,0.000598800758597159,0.0587738405427996,0.77776351379286,0.00334429361357019,0.0407482869668762,0.913877486334429,1.80496835046632e-08,0.540250191608928,0.0139287959471947,-0.795903454939953,2.7079801588116e-05,-0.501143709695542,0.0243896287248649,-0.142213724087324,0.549772904828286,0.508297068435003,0.0221167156204364,0.515474120878636,0.0200085810656928,-0.111683227319764,0.639231388166669,0.101699085981629,0.669644324603096,-0.181165246636753,0.444637193503221,0.484051839085579,0.0305710370366941,0.46875597001292,0.0370874229886972,0.15254046071806,0.52085317304015
"ENSMUSG00000015165","ENSMUSG00000015165","Hnrnpl","paleturquoise",-0.46474843568641,-0.614451752616427,0.538301716859938,0.62240569132549,-0.563713777516696,0.0389612460514858,0.00394417940318344,0.0143450021829737,0.0033822118206775,0.00963763803662708,0.44373215763998,0.0500180462456645,0.480104492925078,0.0321594170665999,-0.391092755815497,0.0881780397418722,-0.463169643779266,0.0397192827982512,-0.145099180251604,0.541620059596889,-0.107385497560819,0.652258421497838,0.35670401687229,0.122634135735891,0.0297117926168838,0.90104113429417,0.6781690375896,0.00101470129318919,0.255104775108634,0.277704479339307,0.174599462371763,0.461585028931283,0.174365992898256,0.462193668274704,-0.127916016928411,0.5909639760624
"ENSMUSG00000016541","ENSMUSG00000016541","Atxn10","paleturquoise",-0.692043613373821,-0.60039549195482,0.301190161726848,0.622213922789471,-0.461360523542211,0.000722762702430072,0.00512587152675881,0.19689511557737,0.00339493164286802,0.0406019015003782,0.840422143731451,3.5167833107238e-06,0.679759565887955,0.000976869043539718,-0.699276078683314,0.000601207470949452,-0.718761274567944,0.000356274690484452,-0.341323709419485,0.140801470191575,0.183384734254077,0.438982543037489,0.699412203970098,0.000599097412173895,-0.0116432344164377,0.961143453823415,0.229034952843037,0.331390387957865,-0.0467793551575195,0.844735666695747,0.252211161971129,0.283378927528578,0.373030338113116,0.105249011695449,0.211010612677256,0.371845865174598
"ENSMUSG00000031708","ENSMUSG00000031708","Tecr","paleturquoise",-0.684579681239875,-0.362328938492162,0.00905079519128341,0.621863803890278,-0.39769195577037,0.00086940400642607,0.116428091744809,0.969790786982895,0.00341825713206523,0.0824806867288813,0.895477098004019,9.6242348878053e-08,0.438064509782605,0.0533751970893666,-0.748452180773598,0.00014717223829811,-0.424100558390733,0.0623788686169265,-0.135712372585289,0.568342119597477,0.404393625544282,0.0769785140720349,0.411112695835998,0.0717410758348021,0.04082413622701,0.864313425848503,0.354207461781862,0.125462891809243,0.0906781236942595,0.703798276779454,0.532277877524629,0.015695424330153,0.355962419357628,0.123469615533087,0.12524595590639,0.598797326907854
"ENSMUSG00000042286","ENSMUSG00000042286","Stab1","paleturquoise",-0.612588676948233,-0.316408904885543,0.0944253103526711,0.621507464311559,-0.328218061760641,0.00408641214757214,0.174103305886176,0.692120494951188,0.00344213349052317,0.157708711893027,0.620154511213336,0.0035340516955882,0.33482007162787,0.14902460117921,-0.442034218739168,0.05100635263674,-0.156071670895754,0.511131472990911,-0.154222311629612,0.516212077760167,0.407895917113815,0.0742141686345402,0.0865528541008292,0.716728460009281,0.270373596837468,0.248941471819062,0.260124017638923,0.268030569964514,-0.0705211092466173,0.76765727520506,0.404453212400842,0.0769308508479805,0.0617245909373205,0.796011203543728,0.0240258242941683,0.919913812872269
"ENSMUSG00000006024","ENSMUSG00000006024","Napa","paleturquoise",-0.731816566399539,-0.353411447400354,0.000390229713967396,0.620541561055446,-0.361180607348393,0.000244909423332283,0.126374511715254,0.998697230156728,0.00350755042832264,0.117676357404196,0.9732867697995,5.97149089845396e-13,0.448180313834049,0.0474984031622777,-0.913837538607982,1.81224708499872e-08,-0.58620601186138,0.0066004804607442,-0.0244205840121761,0.918602092997143,0.33160689706319,0.153208454245514,0.58346927220574,0.00692142034638445,-0.235097859341568,0.318392033218486,0.44159021782172,0.051267234444045,-0.0230861881319883,0.923036860459011,0.587103199448358,0.00649796318750494,0.605300194349644,0.00468427008588546,0.0363331429627421,0.879128691385842
"ENSMUSG00000038279","ENSMUSG00000038279","Nop2","paleturquoise",-0.73091522736986,-0.487387306313465,0.096937218382536,0.620116602291376,-0.448864392584125,0.000251498785635847,0.0292773984847144,0.684329448753406,0.00353665622313942,0.0471197173903988,0.807819971781395,1.65116901301629e-05,0.540165776145373,0.0139466236723641,-0.62028317014673,0.00352522406204505,-0.351214397846028,0.128915065551525,-0.228325122134184,0.332932405366627,0.507289027513988,0.0224264169517616,0.300343399404596,0.198219094502956,0.23719510237623,0.313967818158467,0.145028939676707,0.541817866962695,-0.127707572956036,0.591573950451497,0.431264725659667,0.057626601528158,0.186134581705374,0.432029380909852,0.0687617550877741,0.77330675678339
"ENSMUSG00000006731","ENSMUSG00000006731","B4galnt1","paleturquoise",-0.408477264558293,-0.222362229711167,-0.141078722043988,0.619974663785993,-0.321567598760942,0.073762579419583,0.346052521047373,0.552994914524069,0.00354642223718225,0.166804420045266,0.636583303187807,0.00254522273159951,0.274963150606527,0.24068298247462,-0.63533005505407,0.00261144286219247,-0.158134846587477,0.50549178775103,0.166296309640557,0.483480014630459,0.405933782109812,0.0757535907078172,0.161062790657736,0.497540013409691,-0.123157968678583,0.604952791380438,0.432149150824984,0.0570595518467449,-0.0331425919876984,0.8896777867891,0.565144946266715,0.00941553236685671,0.392773476330731,0.0867002852705029,-0.248043925719326,0.291676080812082
"ENSMUSG00000046761","ENSMUSG00000046761","Fam83h","paleturquoise",-0.548331458087119,-0.512272124786155,0.198064341681783,0.619102456294647,-0.489902331876881,0.0123051425260542,0.0209283896497991,0.402549717217383,0.00360692645208787,0.028330707794439,0.563267854536967,0.00970770569705225,0.353841332000598,0.125881611595516,-0.377994882412061,0.100336046281979,-0.122930307713411,0.605625508661703,-0.164172862376965,0.489160830498091,0.376207989288213,0.102084739501128,0.064644158676468,0.786571345931376,0.386289087759587,0.0925038134693264,0.114709793341177,0.630117801482861,0.013997644691656,0.953293683031822,0.347375752852411,0.133440479507698,-0.0165276092471282,0.944863234349502,-0.0933498579398143,0.695465344859793
"ENSMUSG00000053730","ENSMUSG00000053730","Tmem39b","paleturquoise",-0.509410353386476,-0.225576206358683,-0.193632860833228,0.619045011217738,-0.247983634936083,0.0217786353870003,0.338943906170444,0.413369186945774,0.00361094122275101,0.291797205470829,0.755999166074352,0.000115319521931638,0.172800525100289,0.466285288894775,-0.645749636286032,0.00210215445686852,-0.196851781675131,0.405494647214322,-0.0602623180809504,0.800749540716009,0.541909257713016,0.0135821265951112,0.264394930145792,0.259967755876977,0.0565225812622265,0.812897911303613,0.0429590966054696,0.857285396954873,-0.240697595399844,0.306662040770905,0.494612296533137,0.0266226844589239,0.303837899175486,0.192793391326995,0.0996534555933186,0.675939080699574
"ENSMUSG00000054342","ENSMUSG00000054342","Kcnn4","paleturquoise",-0.763492117071542,-0.430976857991265,-0.016704557889741,0.618823223486201,-0.440836440257774,8.97415673883612e-05,0.0578120876036298,0.94427380007991,0.00362647650607826,0.0517124657527909,0.850386612481625,2.04536911359149e-06,0.402016764427128,0.0788977326658386,-0.692533878104515,0.000713913124637727,-0.404219164198329,0.077118191190194,-0.151163872317368,0.524666444051883,0.470272510714599,0.0363968900983383,0.373491806232637,0.104785129644778,0.0153148368724769,0.948903831926176,0.239669915923366,0.308794899431073,-0.0847103018480366,0.722528032135808,0.494136501324219,0.0267914468618038,0.334124611836565,0.14992332275985,0.155783804122883,0.511920735680833
"ENSMUSG00000030718","ENSMUSG00000030718","Ppme1","paleturquoise",-0.698085107794335,-0.523575358520589,0.184008122790527,0.61791178194346,-0.508787235709605,0.000619938827264801,0.0178246545647359,0.437401140028346,0.00369090223334107,0.0219673529704952,0.625544685904886,0.00317956384697986,0.522498496164062,0.0181034407352321,-0.318208677417478,0.171532549325257,-0.165676198689214,0.485135593910503,-0.463980654357744,0.0393284724355202,0.57481449732853,0.00802158089343404,0.0979532333688575,0.681186778888562,0.585078339560667,0.00673121184164092,-0.0735516657692865,0.757952371368684,-0.0835133870226555,0.726303255602461,0.209290102585176,0.375847841545156,-0.199902213521385,0.398108520603681,0.124805780591539,0.600092819555871
"ENSMUSG00000022550","ENSMUSG00000022550","Adck5","paleturquoise",-0.526631129828566,-0.379525850322969,0.0487004886669433,0.617743442930861,-0.371152353950687,0.0170522014471949,0.0988552399718007,0.838438044456597,0.0037029045424335,0.107152178679386,0.860425505422103,1.13759804561686e-06,0.381261949984011,0.0971953728782453,-0.827075641452477,6.88157418235694e-06,-0.424701041578207,0.0619695440801488,0.189942395809841,0.422498154453368,0.206422422037887,0.3825718984631,0.415432385990739,0.0685176989685763,-0.251612114189419,0.284562572882739,0.350367458036629,0.129904033085745,-0.0527070312311871,0.825335091431246,0.687235928700891,0.000814577834659359,0.623714489390468,0.00329645269571263,0.0495268569515108,0.835732029543737
"ENSMUSG00000041346","ENSMUSG00000041346","Wrap53","paleturquoise",-0.519628896915719,-0.348426778849502,0.101998157579771,0.617394332595746,-0.284582630407627,0.0188633887113618,0.132190413803692,0.668725792215427,0.00372789871088227,0.223951917810882,0.745193242281037,0.000163099022293183,0.378070645448477,0.100262388044937,-0.731952245419392,0.000243930410879151,-0.501437073615651,0.0242929226209996,-0.00544033142172925,0.981839047654704,0.129255693219327,0.587049977433567,0.505657307035879,0.0229350149391657,-0.227788563093709,0.334100815631254,0.596619975642309,0.00548870146235434,0.11024123745963,0.643591175336254,0.453937766748562,0.0443831400607458,0.496644357324088,0.0259113320124578,0.00179111887342988,0.994020453707347
"ENSMUSG00000034765","ENSMUSG00000034765","Dusp5","paleturquoise",-0.596777791238969,-0.651275568981754,0.438206322085529,0.617393661743903,-0.478114297398899,0.00547312326854947,0.00186767265973665,0.0532891545972008,0.00372794687404596,0.0329843574472075,0.623811361198047,0.00329017762451477,0.482060138088279,0.0313646066094109,-0.467237253394438,0.0377891083186113,-0.577823057911462,0.00762402717575324,-0.324580479471414,0.162640198063434,0.0823232959815642,0.730062989327248,0.496093375012264,0.0261027115402917,0.0527630877497678,0.82515207163727,0.375278123047631,0.103003440287817,0.0401935588783189,0.866391111333984,0.15452524050113,0.515378228888298,0.206468387950929,0.382463590770502,0.0272430746021779,0.909229524997138
"ENSMUSG00000036752","ENSMUSG00000036752","Tubb4b","paleturquoise",-0.599543070406383,-0.524359791448226,0.228034805217725,0.617037985932204,-0.507662072838323,0.00520601056257762,0.0176237441229238,0.333564299506388,0.00375355501115203,0.0223114073974348,0.703784982790419,0.000534575686204085,0.30121439734153,0.196857308601753,-0.604037169215809,0.00479486558547426,-0.427636072860769,0.0599979918641451,-0.0470831040001053,0.843739341083162,0.103265852013663,0.664837390878025,0.434451135676908,0.0556035021446161,-0.00661866879838607,0.97790635074034,0.126202491398146,0.595986124774466,-0.0256915766738009,0.914380190431005,0.40765032332287,0.0744055639164157,0.364824721835112,0.11374792671308,0.306006642248616,0.189476735316612
"ENSMUSG00000052563","ENSMUSG00000052563","D930048N14Rik","paleturquoise",-0.669552605971022,-0.245910294451703,-0.232127265514167,0.61649462847341,-0.376188139147044,0.00124183024697647,0.29598134743456,0.32472208960364,0.00379295732184341,0.102104288855698,0.819093246811187,1.00140355578873e-05,0.308973227532888,0.185002475189953,-0.690775507897455,0.000746084576414361,-0.317396740275696,0.172689069358545,-0.191012196582488,0.419840787754182,0.677834645053396,0.00102281036855717,0.339633185532333,0.142907576343064,-0.0457216249345539,0.848206886816353,0.246424217804911,0.294940812776225,-0.189788509702765,0.422881144078195,0.444610875186647,0.0495123681924583,0.31878880613192,0.170709467492088,0.0436467843418075,0.855023787307904
"ENSMUSG00000021975","ENSMUSG00000021975","Ints9","paleturquoise",-0.559911690998874,-0.477085911236413,0.193255631995509,0.61639393506517,-0.382169627506905,0.0102484571224969,0.0334170555226276,0.414297393505005,0.00380029674998563,0.0963356974395826,0.679244538937259,0.000988986888648598,0.443808318287292,0.0499740620522997,-0.408764991700467,0.0735398341740684,-0.291168791076927,0.21294612075553,-0.388560565953445,0.0904393389734944,0.372116127223294,0.106172396713724,0.260008866890714,0.26825010490955,0.392483797093135,0.0869536709202335,0.0682435017422835,0.774973034581896,-0.0335983336570086,0.888169808596632,0.256094379492757,0.27578018582144,-0.0178889572167281,0.940329175475482,0.135112575741352,0.570068961776872
