"","ensembl.id","Symbol","moduleColor","GS.AUC.urea","GS.prot.int","GS.carb.int","GS.fgf21.serum","GS.creat.D2","p.GS.AUC.urea","p.GS.prot.int","p.GS.carb.int","p.GS.fgf21.serum","p.GS.creat.D2","MM.paleturquoise","p.MM.paleturquoise","MM.maroon","p.MM.maroon","MM.darkseagreen4","p.MM.darkseagreen4","MM.lightsteelblue1","p.MM.lightsteelblue1","MM.cyan","p.MM.cyan","MM.darkred","p.MM.darkred","MM.darkslateblue","p.MM.darkslateblue","MM.skyblue1","p.MM.skyblue1","MM.skyblue2","p.MM.skyblue2","MM.plum2","p.MM.plum2","MM.darkorange","p.MM.darkorange","MM.mediumorchid","p.MM.mediumorchid","MM.grey","p.MM.grey"
"ENSMUSG00000002985","ENSMUSG00000002985","Apoe","paleturquoise",-0.563866734709307,-0.487182928408972,0.184431122926722,0.412668695010177,-0.443955169106244,0.00961369890360428,0.0293554071382278,0.436329788287837,0.0705671748044773,0.0498893365503574,0.801954568652643,2.11507573074e-05,0.577524838831826,0.00766269985015486,-0.737928943005372,0.000203993113840241,-0.468191549804606,0.0373470068204643,0.12418907795733,0.601909800591405,0.18154094875429,0.44367734667005,0.390291872744789,0.0888886945048487,-0.175033583183107,0.460454393302983,0.183470797786266,0.438764039935117,-0.0649366494350051,0.785627188693617,0.598415456304277,0.00531360486028633,0.536101397738473,0.0148269766893512,0.000264554836953429,0.99911679165689
"ENSMUSG00000008450","ENSMUSG00000008450","Nutf2","paleturquoise",-0.502187984408965,-0.145278986469609,-0.16769262506521,0.41264433343674,-0.065904955245922,0.0240467697593429,0.541113850073705,0.479762401531396,0.0705854424567177,0.782503569541628,0.825736659408847,7.33805610678784e-06,0.289624161793588,0.215494613928997,-0.848339576633273,2.29337105235984e-06,-0.609930509040694,0.00429667161798945,0.00257324838835049,0.991409437961307,0.238304593377888,0.311642328182846,0.709801042912796,0.000455512793768781,-0.465978845817414,0.038378297458212,0.137487060110017,0.56324615274022,-0.244227325697032,0.299404523825652,0.418002075728041,0.0666524736340844,0.716219772044131,0.000382342854039655,0.178235937196867,0.452158009870913
"ENSMUSG00000029614","ENSMUSG00000029614","Rpl6","paleturquoise",-0.467689113063095,-0.227367229470495,-0.0295497016968816,0.41263434911332,-0.127376260389969,0.037579269344326,0.335020002194772,0.901578480836247,0.0705929302765788,0.592544021523358,0.821529547639756,8.94804278092311e-06,0.387952790946848,0.0909883772557739,-0.914759995195548,1.65059793981631e-08,-0.730587153073926,0.000253934510323175,0.123914098423986,0.602720698304873,0.0577789880532299,0.808811794105259,0.787102348441972,3.8247745703961e-05,-0.608584907734292,0.00440647055420354,0.356889272967813,0.12242605850818,-0.133346607301215,0.575166488179069,0.462974885978548,0.0398135792528626,0.857831412954219,1.32941205189626e-06,0.0917769087327061,0.700367252568457
"ENSMUSG00000032278","ENSMUSG00000032278","Paqr5","paleturquoise",-0.243593273631076,-0.431559168861206,0.467354613115013,0.412585119125936,-0.446711828320951,0.300700423952054,0.0574373462159673,0.0377345204134543,0.0706298593815541,0.0483191999796665,0.245862629312726,0.296077968102307,0.191218596822104,0.419329128317746,-0.170548698874169,0.472202887170348,-0.32841828271555,0.157440311728691,-0.185231350190066,0.434306801796493,-0.253015210537292,0.281795022658831,0.323015307944758,0.164794445688873,0.0815801469140874,0.732413761557087,0.290031733096061,0.214820219409665,0.242129544174308,0.303705067496143,-0.0142175004725726,0.952560868849812,0.0469771875199284,0.844086731523075,0.143829459837892,0.545200845683523
"ENSMUSG00000026921","ENSMUSG00000026921","Egfl7","paleturquoise",-0.566557241008301,-0.204963882194748,-0.129086283324056,0.412125950148976,-0.155011293626491,0.00920045683663204,0.386017510671895,0.587544318976763,0.0709749949382627,0.514041644732652,0.86674626059105,7.67934353326923e-07,0.357131103517172,0.122154816894752,-0.93989975785539,7.80312067111885e-10,-0.687272511982599,0.000813843648733364,0.0750437145286299,0.753186987716646,0.240300773490386,0.307484550406697,0.743568569474975,0.000171575559587265,-0.589259671127199,0.00625688785825458,0.342058619617203,0.139892729631324,-0.144490720943424,0.543334659098721,0.483863835985414,0.0306452648350061,0.822332365429093,8.61908251478078e-06,0.0917651656550649,0.700403891668644
"ENSMUSG00000024610","ENSMUSG00000024610","Cd74","paleturquoise",-0.557943610530805,-0.395611051483371,0.130757916896176,0.411948440929364,-0.342401102667012,0.0105767681541276,0.0842469374322753,0.582674182597187,0.0711087580583163,0.139470649358523,0.74610704284784,0.000158490967694342,0.152495042802041,0.520978776212204,-0.729587087548468,0.000261484005933853,-0.484039759174613,0.0305758022124654,0.11927376964143,0.616471851369042,0.0388612614417425,0.870783649985122,0.509237123062571,0.0218309702515957,-0.328712989559778,0.157045826799433,0.251892841975767,0.284007509070963,0.0974985221012618,0.682592640053116,0.515690337675752,0.0199476507243298,0.593551491232301,0.00579892626139343,0.348277822728026,0.132367072847036
"ENSMUSG00000066180","ENSMUSG00000066180","Gm10155","paleturquoise",-0.608603299066403,-0.491250484404367,0.128739040629751,0.411852986893496,-0.383029683411352,0.00440495437192028,0.027833251048169,0.58855812995256,0.0711807659870984,0.0955262641429942,0.744966041173871,0.000164262389217032,0.401515150538826,0.0793072669745969,-0.763740535395237,8.89849006056849e-05,-0.47808201266264,0.0329978744884247,0.177493890108011,0.454073536790207,0.13272366639787,0.57696931203876,0.456284578476423,0.0431594716221083,-0.385004007666781,0.093686976750261,0.313272694416763,0.178645563602996,0.0212241704062171,0.929228769075122,0.570960635253187,0.00855540752037219,0.625447171979722,0.00318570363879705,0.226538488610065,0.33683233136798
"ENSMUSG00000005732","ENSMUSG00000005732","Ranbp1","paleturquoise",-0.450051998722318,-0.371736725935187,0.0614894145520233,0.411775220846404,-0.272093538256375,0.0464678049899924,0.106557322616961,0.796772808034181,0.0712394709133581,0.245825661603746,0.735107133671941,0.000222089643121029,0.429115284367691,0.0590225426933265,-0.807544284652691,1.67080710533733e-05,-0.637442414585996,0.00250064204562371,0.135815339020058,0.568045904653803,0.104992839722399,0.659553447516912,0.644757669230457,0.00214674631209252,-0.533056593153763,0.0155153215679699,0.229740746812398,0.329861331230909,-0.229897666692324,0.329521942712384,0.444957803131867,0.0493138022356323,0.755324957776568,0.000117900603176646,0.000966245583630061,0.996774225694081
"ENSMUSG00000044562","ENSMUSG00000044562","Rasip1","paleturquoise",-0.587668923053356,-0.138398854351436,-0.165798175271649,0.411764641788526,-0.185364771919853,0.0064339949478111,0.560635818160972,0.484809717979224,0.0712474597532742,0.433969992017101,0.834407336653992,4.79378755744403e-06,0.276985290160423,0.23710097655434,-0.788435244142056,3.63364049841188e-05,-0.429280236516845,0.0589145163936481,0.0420371607462671,0.860319059912832,0.395531351473825,0.0843151372311353,0.432552683388508,0.0568022391474669,-0.264945941482764,0.258938832048441,0.309817011788629,0.183743022225573,-0.171174438608727,0.470554717269434,0.552791291242995,0.0114768513342655,0.559210668933522,0.0103644374671383,-0.0406681355404958,0.864827352281714
"ENSMUSG00000068328","ENSMUSG00000068328","Aup1","paleturquoise",-0.574260874552855,-0.13347032494512,-0.147403858666172,0.41175177869958,-0.159226899769616,0.00809654882499838,0.574808732671148,0.535148101058556,0.0712571742964306,0.502518835711174,0.904448342540067,4.43856053829308e-08,0.192111017631186,0.417120707041734,-0.951433205277755,1.19643031521946e-10,-0.463926598897333,0.0393544276467473,0.315733783007961,0.175074378417799,0.184613855665955,0.435867400569099,0.494702076281004,0.026590934187741,-0.496563691607244,0.0259392812347402,0.392301440716994,0.0871134597938455,-0.0451131700946752,0.850204915362988,0.766877638105881,7.98911769015643e-05,0.808150831439984,1.62786519879894e-05,0.131361276750858,0.580920594019297
"ENSMUSG00000032299","ENSMUSG00000032299","Commd4","paleturquoise",-0.494895922071298,-0.114908182337741,-0.135236521589727,0.411751442348193,-0.123321725169518,0.0265224831608502,0.629522187663438,0.569711928760206,0.0712574283311463,0.604469095377458,0.886618594591487,1.93567629322476e-07,0.274840917143019,0.240900615932967,-0.9656231553565,5.62085884436127e-12,-0.588983037493119,0.00628739614446738,0.216795736248567,0.358567715597311,0.164985206417144,0.486983711760047,0.632310917986473,0.00277688817576301,-0.536331247134066,0.0147760279215375,0.467646475319085,0.0375990311127107,-0.029860270551392,0.9005489524317,0.635219545814712,0.00261735028828463,0.828391856623127,6.45712428373108e-06,-0.0374155060882574,0.875554376240741
"ENSMUSG00000019734","ENSMUSG00000019734","Tmc4","paleturquoise",-0.558157413697719,-0.333465882138423,0.0668374027366177,0.411589590383072,-0.432469101756453,0.0105406940859876,0.15077805488331,0.779498649817479,0.0713797482520478,0.0568554624836208,0.636728473178546,0.00253764344192678,0.255434368088277,0.277062657795694,-0.599312791318275,0.00522783609866467,-0.144125624606996,0.544364661068128,0.303593709953136,0.193169254504064,0.218765352045497,0.354110025631957,0.0250214144650847,0.916606024474183,-0.122168171138804,0.607879776135695,0.51930076532468,0.0189518844591071,0.208441346379929,0.377830995989299,0.723983603694405,0.000307427826947294,0.38822558746066,0.0907416424746275,-0.0927376644975907,0.69737180255864
"ENSMUSG00000039199","ENSMUSG00000039199","Zdhhc1","paleturquoise",-0.586968178405392,-0.13522488621641,-0.35312599385116,0.411303539440653,-0.159390662199428,0.00651330733485963,0.569745440963431,0.126702566435582,0.0715963159562635,0.502073746672365,0.810959005976243,1.44128154003368e-05,0.334381488418472,0.149590930283436,-0.789957617976269,3.42548108359285e-05,-0.394668653062944,0.0850559668203648,-0.0597822165298186,0.802306728596852,0.655343896583795,0.00170939878994533,0.442468869209653,0.050751949202589,-0.291155415969732,0.212968102714847,0.169575051971651,0.474773195421527,-0.273017422607221,0.2441623332248,0.465069548092372,0.0388084503582172,0.521242451707661,0.0184330058616811,-0.0593015979733926,0.803866312348216
"ENSMUSG00000022048","ENSMUSG00000022048","Dpysl2","paleturquoise",-0.760335972826164,-0.21310667299105,-0.188138961004982,0.411253326155421,-0.193106918344643,9.98475523237349e-05,0.367003125875194,0.426998167539778,0.0716343828448694,0.414663626573069,0.638015669596466,0.00247125869380116,0.183624621982862,0.438373644404255,-0.588021046700373,0.00639444074801807,-0.288955690933103,0.216603723727915,-0.132415947045854,0.577860765019461,0.529805106844647,0.0162784846820192,0.353737586529902,0.12600043938426,-0.161997329371183,0.495014857020741,-0.0563609724047219,0.813423839987195,-0.395065237515039,0.084714811160674,0.298354322955336,0.201352526742448,0.3283015226914,0.157596792401733,0.289895786799115,0.215045010514461
"ENSMUSG00000049721","ENSMUSG00000049721","Gal3st1","paleturquoise",-0.53139113293795,0.0539212973100337,-0.496166976473776,0.411249307393886,-0.123231779136022,0.0159025517123709,0.821372571877091,0.0260770822934761,0.0716374301380953,0.604734753989499,0.704067968801778,0.000530611842828289,0.0836439173175368,0.72589124921013,-0.715510484056587,0.00038990135598511,-0.223879507456164,0.342685893355283,0.0254610460929759,0.915145791588389,0.621988683533714,0.003409922233656,0.348359424372711,0.132270274219907,-0.318481412130617,0.171145258269457,0.132071904278156,0.578858146360406,-0.24611523473136,0.29556613845172,0.467553077367543,0.0376423474600373,0.491726200207102,0.0276593662444095,0.206619581847583,0.382107459654527
"ENSMUSG00000003437","ENSMUSG00000003437","Paf1","paleturquoise",-0.600594225903571,-0.109229250339843,-0.259287438089216,0.411088101392657,-0.255634454818997,0.00510733480333902,0.646657589073271,0.269628076818778,0.071759747280014,0.276673476631432,0.86466364872516,8.75974297136825e-07,0.138236236411659,0.561100977158441,-0.841803021314884,3.26954057273995e-06,-0.189980551124283,0.422403222770293,0.346546637753261,0.134432487456263,0.411038744984642,0.0717972283156344,0.184306919755519,0.436644219923056,-0.292465041895298,0.210822832931276,0.281426475912394,0.22935526956789,-0.0764646456110221,0.748656715377095,0.869518452464072,6.42297911214234e-07,0.614263553013762,0.00395835829071346,0.0565050491250753,0.812954962952687
"ENSMUSG00000029730","ENSMUSG00000029730","Mcm7","paleturquoise",-0.396193205471014,-0.422690080994842,0.293661828846819,0.410959054629389,-0.466865088170344,0.0837500204938708,0.0633483616359508,0.208874932580067,0.0718577757233097,0.0379626203819905,0.57103223493591,0.0085452322149684,0.262463553577183,0.263594673808875,-0.539931989899349,0.0139960930074593,-0.358562057493945,0.120558607210613,0.146164615258304,0.538623690920459,-0.0850863331057284,0.721343249817724,0.32350907329057,0.164112736806271,-0.220960646374043,0.349179475844197,0.384308564817784,0.0943318690902592,0.177273205419242,0.454644019602233,0.466280810059864,0.038236271461824,0.438063198066739,0.053375993447502,0.269065817817207,0.251327422632202
"ENSMUSG00000038838","ENSMUSG00000038838","Vars2","paleturquoise",-0.423951394764197,-0.107449267884057,-0.30437795756032,0.410583249254709,-0.371520046003616,0.0624808631647725,0.652064402506079,0.191963862121623,0.0721438212690191,0.106777610406904,0.598992455544747,0.0052583224169735,0.00392047472494018,0.986912147381977,-0.512360949230584,0.020902428382265,0.236695130748472,0.315019156580495,0.360738506471114,0.118159480163916,0.52065700309825,0.0185882461706684,-0.238697952668544,0.310820346662055,0.057251370187394,0.81052715200568,0.0804961808092742,0.735846738957504,0.0151355831516423,0.949501156296824,0.817196052136983,1.09188962665165e-05,0.24121452167925,0.305592585285275,0.118961880288405,0.617400597772413
"ENSMUSG00000063704","ENSMUSG00000063704","Mapk15","paleturquoise",-0.518475044935681,-0.0748951931356885,-0.306604532204931,0.410452727283343,-0.190061637495743,0.0191760442226098,0.753660961289273,0.188569180858213,0.0722433674633351,0.422201515129034,0.838253490237664,3.93798312981791e-06,0.206391963207805,0.382643676881078,-0.864270144040422,8.97816935506636e-07,-0.353667956349257,0.126080237007155,0.193671948902158,0.413273071511595,0.4658160833738,0.0384550208216763,0.374943248957621,0.103335759288371,-0.423772596308029,0.0626032872041366,0.409063164458357,0.0733095327882359,-0.204691134698764,0.386663756985998,0.676993423204691,0.00104345219546062,0.659657088027295,0.00155403605021067,-0.128361455137477,0.58966136694191
"ENSMUSG00000071074","ENSMUSG00000071074","Yipf3","paleturquoise",-0.526743127373191,-0.23394823634201,-0.0792914608297558,0.410373968584076,-0.268071380269587,0.0170244079668283,0.320832952834245,0.739667811592436,0.0723034846286077,0.253151425612477,0.796445397137393,2.64958681247433e-05,0.217631832117539,0.356671517088031,-0.774453972291069,6.11564868143966e-05,-0.198478030964882,0.401547682763791,0.349455220691675,0.130975252257724,0.251769738417398,0.284250830800258,0.177902675973395,0.453017776573179,-0.231852539625466,0.325311258411961,0.335914652240595,0.147617727952014,-0.0197446813109222,0.934151436428432,0.827029743839737,6.89680266776267e-06,0.562775100890481,0.00978561301438997,0.0920061215268951,0.699652222710812
"ENSMUSG00000031807","ENSMUSG00000031807","Pgls","paleturquoise",-0.581187216832837,-0.196055858580168,-0.0979897075847258,0.410345336915187,-0.168411496982037,0.00719871489156767,0.407434071422678,0.681074052878347,0.0723253486855438,0.477854017533564,0.932458399592724,2.17056246406371e-09,0.357807337636052,0.121398617720569,-0.960138140152934,2.08793053875888e-11,-0.648103953112292,0.00199941200221841,0.106225147143795,0.655792492683758,0.218694206193938,0.354270485588773,0.669822657534189,0.00123411277328162,-0.496161869231793,0.0260788600783562,0.437259824407478,0.0538654355274567,-0.0205337534545422,0.931525678853309,0.60020419003563,0.00514376738140447,0.787977449059713,3.69833491052116e-05,0.0655574943963678,0.783624063653179
"ENSMUSG00000039246","ENSMUSG00000039246","Lyplal1","paleturquoise",-0.562495070661146,-0.388619719150586,0.00489249815579311,0.410163565925578,-0.276930659850515,0.00983011349805393,0.0903860327548603,0.983667581961185,0.072464270144701,0.237197293424694,0.749867643847418,0.00014068170905372,0.703461882575727,0.000539132122422636,-0.685852324054647,0.000842759363693464,-0.698103705332904,0.000619642571415287,-0.350807228379159,0.129389846278438,0.419082602594811,0.0658796736359193,0.714145642018723,0.000404804019626781,-0.194032277102522,0.412387613866873,0.133870330636744,0.573652691165515,-0.125116727117487,0.599177543688848,0.138782706050442,0.559538510524363,0.437727493350894,0.0535801017860919,0.0684281686861338,0.774379188097434
"ENSMUSG00000038517","ENSMUSG00000038517","Tbkbp1","paleturquoise",-0.612859079245805,-0.0292684956582472,-0.392780826226322,0.410142388694794,-0.0915411176579627,0.0040655093669902,0.902510802775299,0.0866938633250135,0.0724804681549644,0.701103056685387,0.845145563532591,2.7327780748242e-06,0.166106078058271,0.483987598902355,-0.885635568917961,2.08430714883063e-07,-0.330073510139148,0.155233551400405,0.208087627141758,0.378659211380742,0.539312299193612,0.0141279040702187,0.38736320235364,0.0915233217630235,-0.428992444649889,0.0591030872602764,0.154837387484939,0.514519675082242,-0.25996674251799,0.268330443227172,0.664418012560768,0.00139648220210141,0.690074356129556,0.00075925069308747,0.0420645784254163,0.860228813661675
"ENSMUSG00000022706","ENSMUSG00000022706","Mrpl40","paleturquoise",-0.497841229482443,-0.299786523914114,0.154767622615913,0.409877234883547,-0.161055123975223,0.0254994227361485,0.199093047318237,0.514711502936055,0.0726835078012411,0.497560754937103,0.790707716077898,3.32676422306763e-05,0.531392101258311,0.015902324340282,-0.823910632597891,8.00288932046033e-06,-0.783501823232326,4.3851001289847e-05,-0.0580712832616444,0.80786186317584,-2.49016978601857e-05,0.999916866417453,0.810257994679899,1.48602850387072e-05,-0.416040743332804,0.0680726213094708,0.324378238798401,0.162917457664401,-0.0243641905506433,0.918789466628113,0.317733856375447,0.172208237697988,0.694193521126762,0.000684633123429747,0.0979474297329166,0.681204716014713
"ENSMUSG00000021835","ENSMUSG00000021835","Bmp4","paleturquoise",-0.535803660925157,-0.527853813669375,0.270864605097599,0.409491932049382,-0.321004281536849,0.0148931833780029,0.0167507371309106,0.248049410992451,0.0729793079852642,0.16759104896209,0.490112490888524,0.0282527043177122,0.317658078480361,0.172316240572798,-0.465270322051617,0.0387131519924863,-0.247071847359868,0.293632758046667,0.093523582890991,0.694924660314554,0.0953617201350167,0.68921255297659,0.19031770276522,0.421564874841314,-0.0871324799151717,0.714907109660307,0.336239283296607,0.147202265931645,0.0803360268575241,0.736354365636207,0.402464292625678,0.0785336836072699,0.288917399288829,0.216667369670353,0.0946149359104005,0.691531292113734
"ENSMUSG00000031320","ENSMUSG00000031320","Rps4x","paleturquoise",-0.508055007989413,-0.127677314276936,-0.233621319680227,0.409411171670117,-0.145994073656733,0.0221907724673378,0.591662519084649,0.321529108006585,0.0730414222529599,0.539102801215457,0.866451498862227,7.82479115276479e-07,0.277970938280505,0.235367550623314,-0.921225749519995,8.31332765770675e-09,-0.571780447000705,0.00843949020067957,0.146755846561216,0.536964230385967,0.285414675720106,0.22254142516301,0.64334772740536,0.00221148576464481,-0.565111807628968,0.00942062767520619,0.258185143639811,0.271742077368842,-0.195552330045571,0.408663622970314,0.564837164626956,0.00946294246386819,0.809341621456835,1.54633581549361e-05,0.0990392991793007,0.677833016411575
"ENSMUSG00000062661","ENSMUSG00000062661","Ncs1","paleturquoise",-0.369713148035351,-0.470748997778237,0.315925308607508,0.409256619327505,-0.660765980635792,0.10862744414425,0.0361820072790701,0.174798520173295,0.0731604013635586,0.00151606787757945,0.187396320923149,0.428858626344624,-0.038792369258879,0.871010885319447,-0.0875482288288131,0.713601619957684,0.0922437982281734,0.698911046609415,0.147566454063783,0.534692853121007,-0.0465587767696134,0.845459327543634,-0.156137714047338,0.510950480226246,0.178103073358788,0.452500678673165,0.126111767246653,0.596252521666729,0.35960958519955,0.119399596268924,0.318163476563503,0.171596793664055,-0.0200791765479302,0.933038271177674,0.419897757656372,0.0653011462306055
"ENSMUSG00000028976","ENSMUSG00000028976","Slc2a5","paleturquoise",-0.421959768421759,-0.649291799451944,0.467444883617076,0.409179362355665,-0.480837236257254,0.0638547879930368,0.00194919056924202,0.0376925742867068,0.0732199303854016,0.0318597919309796,0.465058698119539,0.038813605529071,0.58385009639566,0.00687600997160393,-0.298461399168252,0.201183012050165,-0.26489021465503,0.259042775466135,-0.152468606002996,0.521051893698516,0.0822145074166191,0.730406971397513,0.165844619698813,0.484685664288516,0.334333171556277,0.149653411957608,-0.0170353279165585,0.943172045842193,0.139282608194138,0.558110881661413,0.237733549010441,0.312837936333321,0.0157573240904165,0.94742945167448,0.0874025362820392,0.714059020903438
"ENSMUSG00000028669","ENSMUSG00000028669","Pithd1","paleturquoise",-0.530291876461683,-0.249416730112523,0.0622780146957155,0.409073463138697,-0.131883603186279,0.0161623565686908,0.288926463285055,0.794219675831668,0.0733015879743213,0.579404344666971,0.770096096708772,7.14041454941729e-05,0.473925421290986,0.0347746402947467,-0.815284822894969,1.1901395036173e-05,-0.802363323827264,2.07943963124618e-05,-0.149696945619442,0.528744282486335,0.120125676510992,0.61393789716082,0.816752757832135,1.11402716986193e-05,-0.417497615723157,0.0670155920040182,0.510028585987752,0.0215926720845456,-0.0210836257792966,0.929696296079207,0.249256413518889,0.289246738773687,0.647828885558912,0.00201119475739223,-0.113980152394732,0.632310256091503
"ENSMUSG00000026649","ENSMUSG00000026649","Cfap126","paleturquoise",-0.593860804861311,-0.399515852586028,0.208938697306365,0.408957544709288,-0.176308652177131,0.00576701566901097,0.0809552562802789,0.376668201209739,0.0733910492137652,0.457141771316274,0.760122169934486,0.000100566152632575,0.427361786423611,0.0601802003846471,-0.66970515897566,0.00123746564544767,-0.649858511615175,0.00192560493687628,-0.209839026555343,0.374568391437349,0.0753862491588449,0.75209418760249,0.662088297132765,0.0014718131773445,-0.130628733193205,0.583049931745464,0.23911608334825,0.309948036348285,0.0141366503766435,0.952830350809054,0.274357424961041,0.241762701626269,0.441333536739409,0.0514185171597185,0.307182817482185,0.187694175590398
"ENSMUSG00000115389","ENSMUSG00000115389",NA,"paleturquoise",-0.585927298580897,-0.255096328049422,-0.101107973814181,0.408745652956334,-0.264868502618687,0.00663259636822533,0.277720940576059,0.671461122955799,0.0735547895838826,0.259083280581918,0.816969323026623,1.10316399071965e-05,0.537248076555495,0.0145742010138173,-0.759783631831209,0.000101713081753673,-0.647219204696042,0.00203751814922769,-0.261435807502129,0.265537605175359,0.429888929049032,0.0585171833492203,0.66984979036952,0.00123333961372567,-0.189203899600295,0.424337805815985,0.240941988413497,0.306156140352248,0.0358550743004677,0.880708150762335,0.271604832088225,0.246708438613504,0.473063392259658,0.0351522838879825,0.0917829060614431,0.700348540792142
"ENSMUSG00000079101","ENSMUSG00000079101","Esd-ps","paleturquoise",-0.317178159839744,-0.559091315498584,0.590848421065669,0.408517182386634,-0.378597071043685,0.173001322171194,0.0103842895846344,0.00608401839956706,0.0737316467995383,0.0997516740320413,0.461646619722527,0.0404613222100662,0.659232998724837,0.00156876617393833,-0.461375376957367,0.0405945936774496,-0.785461338514295,4.0719664685228e-05,-0.207107521866136,0.380959404941646,-0.350383686948379,0.129885032267707,0.727378257977711,0.000278840221068571,-0.166794476886518,0.482152034986801,0.497518890738814,0.0256098448144787,0.245481620761272,0.296850992994515,0.00583888668605006,0.980508821332599,0.38881140437169,0.0902134532085287,0.0596823325572547,0.802630788176923
"ENSMUSG00000036026","ENSMUSG00000036026","Tmem63b","paleturquoise",-0.555541877923372,-0.117406884501288,-0.387427806640691,0.408423819286284,-0.433714794836887,0.0109889288940402,0.622039399953743,0.0914645927669045,0.0738040097243241,0.0560661421808031,0.634213680161091,0.00267163416279102,0.0367850972846634,0.877635913475141,-0.516255276605264,0.0197891471964334,0.230620794123448,0.327960624899647,0.272824454962878,0.244509147192553,0.698949117336384,0.000606301413190349,-0.23652506275665,0.315377256082806,0.0852352301537274,0.720874280391513,-0.0346910558822352,0.88455567670452,-0.0965091396759457,0.685655054025686,0.779388578092289,5.11063496855334e-05,0.207257609756835,0.380606658727558,0.161492981929444,0.496376843667766
"ENSMUSG00000023348","ENSMUSG00000023348","Trip6","paleturquoise",-0.511633730770793,-0.0450579608863763,-0.344571166930528,0.40841664952042,-0.236692701531602,0.0211157323764829,0.850386253653341,0.136817032532551,0.0738095689850884,0.315024269882119,0.825025294426064,7.59111051689234e-06,0.0959702280377745,0.687325126520945,-0.898076317607966,7.74791850848041e-08,-0.220762081272791,0.349623799240705,0.466252145758404,0.0382497358923447,0.36370540820253,0.114944387567742,0.259270742645021,0.269660018538083,-0.484475044493194,0.0304044618780961,0.303629338881237,0.193114382802579,-0.11735872487553,0.622183288287737,0.871784662208657,5.53348352800478e-07,0.766315161741941,8.14601487734003e-05,0.0776588290133106,0.744855485104762
"ENSMUSG00000024772","ENSMUSG00000024772","Ehd1","paleturquoise",-0.600471446672284,-0.15816421687285,-0.163619205863572,0.40834741715637,-0.338208131409857,0.00511878038559226,0.505411720954353,0.490647394697156,0.0738632661488592,0.144700025580645,0.698088617925514,0.000619882902239567,0.0269998372673971,0.910036799382677,-0.643191961303083,0.00221873697105972,0.0570668418822756,0.811127275527106,0.397145843176314,0.0829415444280025,0.363714808987413,0.114934301350439,-0.071366949663083,0.76494517957931,-0.0529788248617966,0.824447789316136,0.138365020522517,0.560732583765496,-0.0474463143083174,0.842548276153902,0.853838589276983,1.67989336454917e-06,0.391771477733508,0.0875790656014627,0.210814691890396,0.372300362388293
"ENSMUSG00000090761","ENSMUSG00000090761",NA,"paleturquoise",-0.498797247446555,-0.117723855242304,-0.306931540775836,0.40834397747416,-0.308424943374143,0.025174133801481,0.621092704000764,0.188074046179225,0.0738659347535535,0.185823977377673,0.707186988702846,0.000488549877056525,0.127435232192766,0.592371305478798,-0.625245376533798,0.00319844062564181,-0.11499119891206,0.629273016270014,0.0679528427666108,0.775907970698055,0.632413400162052,0.0027711325874805,0.115792296402822,0.626870534702539,-0.0864141291745973,0.717164592348043,0.160821066786726,0.498194178244821,-0.00718113424953784,0.976029291910217,0.578132307418917,0.00758409279069188,0.33875812652462,0.144006380901407,0.00328289289513063,0.989040474024958
"ENSMUSG00000030603","ENSMUSG00000030603","Psmc4","paleturquoise",-0.451887114261783,-0.331957457860538,0.240018384023728,0.408285814145407,-0.19860698603381,0.045474112708129,0.152748069481093,0.308070682832033,0.073911070441266,0.401235608877689,0.766660622221132,8.0493412418934e-05,0.297878340696745,0.202107216294226,-0.768495173193525,7.55232512767577e-05,-0.610635779018604,0.00424003254860908,0.127945674250055,0.590877210645707,-0.155270042891821,0.513330789957404,0.590321156177966,0.00614094871439686,-0.314789365861052,0.176438981083765,0.498473210049746,0.025284019414724,0.196688983836355,0.405890925743182,0.522603065778863,0.0180762171791832,0.634733312297358,0.00264347506835947,0.126601235707381,0.594815864471387
"ENSMUSG00000015093","ENSMUSG00000015093","Clic3","paleturquoise",-0.599115598380471,-0.223112687977432,-0.243128564908655,0.408076507262638,-0.439968176296603,0.00524658564460591,0.344384960240759,0.301652378488511,0.0740736663451024,0.0522289745691232,0.651568571987788,0.00185587804446495,0.204842221650806,0.386305697957662,-0.561696754071815,0.00995788021257273,-0.106049533927443,0.656327973005786,-0.0350681157602377,0.883309073050384,0.669549057885578,0.00124193191305704,0.124040206787846,0.602348756703879,0.0449781510708757,0.850648407044719,0.000950817575898439,0.996825731263545,-0.019447219118306,0.935141458492841,0.45335223214919,0.0446925730955525,0.223953349683215,0.342522537630285,0.011210765570852,0.962585730605796
"ENSMUSG00000047098","ENSMUSG00000047098","Rnf31","paleturquoise",-0.698266518421892,-0.271660130757996,-0.166165826864685,0.40802043000565,-0.362544080526998,0.000617054104944942,0.246608447895923,0.483828146066843,0.0741172741600075,0.116195287696762,0.703498010238703,0.000538621010303836,0.233805125745676,0.321137589962046,-0.575721483392554,0.00789998867378467,-0.152396298888157,0.521251901512409,-0.0507251138116549,0.831811395041605,0.617377741759216,0.00372908998541529,0.13042775646373,0.583634706301839,-0.00293632913477776,0.990197377309444,0.149256675032748,0.529971038394729,0.0198440485430527,0.933820740270308,0.509269275088117,0.0218212492159476,0.242521078624428,0.302899573300582,0.294412040219412,0.207659976836188
